geometry/type,geometry/coordinates/0,geometry/coordinates/1,type,properties/state,properties/code,properties/name,properties/zone,properties/address,geometry
Point,72.9335291,20.6085595,Feature,Gujarat,BL,VALSAD,WR,"Valsad, Gujarat",
Point,80.28092114379999,13.1262400028,Feature,,TNP,TONDIARPETTAI,,,
Point,81.050022,25.055505,Feature,Uttar Pradesh,BNSP,BANSAPAHAR,WCR,"Uttar Pradesh, Uttar Pradesh",
Point,88.093209,22.472428,Feature,,ULB,ULUBARIA,,,
Point,82.16066989870001,27.4158206073,Feature,Uttar Pradesh,BLP,Balrampur,NER,"Balrampur, Uttar Pradesh",
Point,80.28745678409999,13.140301627300001,Feature,,VOC,V.O.C. NAGAR,,,
Point,79.597909,13.068171999999999,Feature,,CTRE,CHITTERI,,,
Point,79.42612799999999,13.003678,Feature,,TUG,THALANGAI,,,
Point,73.2045643,29.1968977,Feature,Rajasthan,APH,ANUPGARH,NWR,"Sri Ganganagar, Rajasthan",
Point,79.360511,12.970676,Feature,,WJR,WALAJAH ROAD JN,,,
Point,76.65152893999999,32.052625660000004,Feature,Himachal Pradesh,BJMR,BAIJNATH MANDIR,NR,"Baijnath, Himachal Pradesh",
Point,79.289067,12.977678,Feature,,MCN,MUKUNDARAYAPURM,,,
Point,80.296454,13.160025,Feature,,TVT,TIRUVOTTIYUR,,,
,,,Feature,Haryana,BOTR,Bhavdhari,NWR,"Bhiwani, Haryana",
,,,Feature,Rajasthan,BOX,Bhojasar,NWR,"State Highway 8, Rajasthan",
Point,79.586316,23.082226,Feature,Madhya Pradesh,BMR,BIKRAMPUR,WCR,"Balaghat, Madhya Pradesh",
,,,Feature,Bihar,BPAH,Benipur Halt,ECR,"Darbhanga, Bihar",
Point,78.5379969,22.7748819,Feature,Madhya Pradesh,BKH,BANKHEDI,WCR,"Bankheri, Madhya Pradesh",
Point,88.249021,22.514668,Feature,West Bengal,AKRA,Akra,ER,"Kolkata, West Bengal",
Point,77.4807316095,22.4703575471,Feature,Madhya Pradesh,BPF,BANAPURA,WCR,"Seoni Malwa, Madhya Pradesh",
Point,76.023514,13.502322000000001,Feature,Karnataka,BLKR,BALLEKERE HALT,SWR,"National Highway 206, Karnataka",
Point,77.466792,8.149479,Feature,Tamil Nadu,SUCH,SUCHINDRAM,SR,"Suchindram, Tamil Nadu",
Point,76.25286799999999,28.312786,Feature,Haryana,BJWS,Bojawas,NWR,"State Highway 24, Haryana",
Point,76.5887032642,12.385698676899999,Feature,Karnataka,BLGA,Belagula,SWR,"Belagula, Karnataka",
Point,74.0209756,15.151725800000001,Feature,Goa,BLLI,BALLI,KR,"Bali, Goa",
Point,85.41239200000001,22.1665327,Feature,Jharkhand,BJMD,Bara Jamda,SER,"Kiriburu, Jharkhand",
Point,79.867537,20.603943,Feature,Maharashtra,BMP,Bramhapuri,SECR,"Brahmapuri, Maharashtra",
Point,81.2720808,28.1830705,Feature,Uttar Pradesh,BIC,Bichia,NER,"Bichia, Uttar Pradesh",
Point,70.6004021,21.443078399999997,Feature,Gujarat,BILK,Bilkha,WR,"Bilkha, Gujarat",
Point,86.18081819999999,22.2640234,Feature,Orissa,BMPR,Badampahar,SER,"National Highway 6, Orissa",
Point,88.1912832245,25.622139865799998,Feature,West Bengal,BMGR,Bamangram,NFR,"Hemtabad, West Bengal",
Point,88.76185515,23.45186861,Feature,West Bengal,BPN,Banpur,ER,"Banpur-Majhdia Rd, West Bengal",
Point,76.244079,28.832463999999998,Feature,Haryana,BMLL,Bamla,NWR,"State Highway 16A, Haryana",
Point,79.364152,20.922361,Feature,Maharashtra,BMW,Bamhni,SECR,"Nagpur, Maharashtra",
Point,80.184062,13.113345,Feature,,KOTR,KORATTUR,,,
Point,80.23865900000001,13.107240000000001,Feature,,PCW,PERAMBUR CARRIAGE WORKS,,,
Point,80.209621,13.110062,Feature,,VLK,VILLIVAKKAM,,,
Point,76.554391,14.243859,Feature,Karnataka,BNHL,Bellenahalli,SWR,"Chitradurga, Karnataka",
Point,80.166656,13.114872,Feature,,PVM,PATTARAVKKAM,,,
Point,80.1525249074,13.114305980800001,Feature,,ABU,AMBATTUR,,,
Point,80.126743,13.116018,Feature,,ANNR,ANNANUR,,,
Point,75.402042,14.051954,Feature,,KMSI,Kumsi,,,
Point,80.10051800000001,13.118247,Feature,,AVD,AVADI,,,
Point,80.074903,13.118538,Feature,,HC,HINDU COLLEGE,,,
Point,80.06542400000001,13.11926,Feature,,PAB,PATTABIRAM,,,
Point,80.045378,13.121643,Feature,,NEC,NEMILICHERRY HALT,,,
Point,79.96668799999999,13.124996999999999,Feature,,SVR,SEVVAPET ROAD,,,
Point,79.93709999999999,13.122922,Feature,,PTLR,PUTLUR HALT,,,
Point,79.88406,13.106198,Feature,,EGT,EGATTUR HALT,,,
Point,86.4469993,23.642174999999998,Feature,Jharkhand,BJE,Bhojudih Junction,SER,"Jairampur More to Baliapur, Jharkhand",
Point,79.801508,13.096025,Feature,,MAF,MANUR,,,
Point,79.7188409808,13.0857348949,Feature,,MSU,MOSUR,,,
Point,79.659245,13.080671,Feature,,MLPM,MELPAKKAM,,,
Point,79.399298,12.99726,Feature,,MRLM,MARUDALAM,,,
Point,79.1463827,29.1578998,Feature,Uttarakhand,BPZ,BAZPUR,NER,"Bazpur, Uttarakhand",
Point,79.4109744,28.3372843,Feature,Uttar Pradesh,BRY,BAREILLY,NER,"Bareilly, Uttar Pradesh",
Point,87.91224299999999,24.747459000000003,Feature,West Bengal,BQZ,BALLALPUR,ER,"Farakka, West Bengal",
Point,75.5492466,30.370396799999998,Feature,Punjab,BNN,BARNALA,NR,"Barnala, Punjab",
Point,76.92378099999999,29.344605,Feature,Haryana,BNJL,BINJHOL HALT,NR,"Panipat, Haryana",
Point,79.140955,21.168195,Feature,,KAV,KALAMNA,,,
Point,71.92503,22.245963,Feature,Gujarat,BNH,BHIMNATH,WR,"Bhimnath, Gujarat",
Point,69.79885780000001,21.9330444,Feature,Gujarat,BNVD,BHANVAD,WR,"Bhanvad, Gujarat",
Point,92.344106,24.684059,Feature,Assam,BRGM,Baraigram Junction,NFR,"National Highway 44, Assam",
Point,82.98289000000001,23.179178,Feature,Chhattisgarh,BSPR,BISHRAMPUR,SECR,"District Sarguja, Chhattisgarh",
Point,82.5298836,23.317286,Feature,Chhattisgarh,BRH,BAIKUNTHPUR RD,SECR,"NH 78, Chhattisgarh",
Point,79.292976,21.236542,Feature,,SAL,SALWA,,,
Point,74.56730199046433,13.987012001486875,Feature,Karnataka,BTKL,Bhatkal,KR,"Bhatkal, Karnataka",
Point,79.41467,21.256602,Feature,,TAR,THARSA,,,
Point,79.75141900000001,21.342437,Feature,,TMR,TUMSAR ROAD,,,
Point,80.058885,21.443153,Feature,,GJ,GANGAJHARI,,,
Point,73.859791,29.343806,Feature,Rajasthan,BNSR,BHAGWANSAR,NWR,"Bhagwan Sar, Rajasthan",
Point,80.693768,21.183732000000003,Feature,,PJB,PANIAJOB,,,
Point,79.245745,12.974779,Feature,,THL,TIRUVALAM,,,
Point,75.70970576,30.85173825,Feature,Punjab,BQH,Bhanohad Punjab,NR,"Bhanohad, Punjab",
Point,79.189821,12.971785,Feature,,SVUR,SEVUR,,,
Point,79.13534100000001,12.972734,Feature,,KPD,KATPADI JN,,,
Point,79.943488,25.340728000000002,Feature,Uttar Pradesh,BPRA,BARIPURA,NCR,"National Highway 86, Uttar Pradesh",
Point,78.757365,12.822656,Feature,,PCKM,PACHACHAKUPAM,,,
,,,Feature,Gujarat,BRPM,Baripur Mandala,WR,"Mandala, Gujarat",
,,,Feature,Gujarat,BRTL,Bharthali,WR,"National Highway 8, Gujarat",
Point,80.759857,21.185492,Feature,,DGG,DONGARGARH,,,
Point,86.73709000000001,21.9227408,Feature,Orissa,BPO,Baripada,SER,"Baripada, Orissa",
Point,72.909158,22.401548000000002,Feature,Gujarat,BO,Borsad,WR,"Borsad, Gujarat",
Point,80.821965,21.1798,Feature,,JTR,JATKANHAR,,,
Point,73.8954879211,28.067563416,Feature,Rajasthan,BS,Banisar,NWR,"Benisar, Rajasthan",
Point,76.3072684,25.1611771,Feature,Rajasthan,ATH,ANTAH,WCR,"Antah, Rajasthan",
Point,76.1976736633,25.171061136400002,Feature,Rajasthan,BON,BHONRA,WCR,"Kota, Rajasthan",
Point,81.71272400000001,21.171626,Feature,Chhattisgarh,BOV,Bhatgaon,SECR,"Bhatgaon, Chhattisgarh",
Point,80.879372,21.152966,Feature,,MUA,MUSRA,,,
Point,77.6184701,13.001479999999999,Feature,Karnataka,BNCE,BANGALORE EAST,SWR,"Bengaluru, Karnataka",
,,,Feature,,KNDV,KNDV,,,
Point,88.431647,22.366657999999997,Feature,West Bengal,BRP,Baruipur Junction,ER,"Baruipur, West Bengal",
Point,78.683783,26.562635,Feature,Madhya Pradesh,AAH,ITEHAR,NCR,"State Highway 19, Madhya Pradesh",
Point,78.38188099999999,26.456937,Feature,Madhya Pradesh,RYT,RAYAT PURA,NCR,"National Highway 92, Madhya Pradesh",
Point,78.181356,26.30595,Feature,Madhya Pradesh,BBY,BHADROLI,NCR,"Gwalior, Madhya Pradesh",
Point,80.940946,21.123637,Feature,,BAKL,BAKAL,,,
Point,88.48266943,23.236313600000003,Feature,West Bengal,BTKB,Bathna Krittibas Halt,ER,"Bathna Krittibas, West Bengal",
Point,81.97815200000001,27.154613,Feature,,GD,GONDA JN,,,
Point,84.8877858557,23.385124400800002,Feature,Jharkhand,AKZ,Akashi,SER,"Ranchi, Jharkhand",
Point,77.364108,26.910367,Feature,Rajasthan,BR,BANDH BARETA,NCR,"Dumariya, Rajasthan",
Point,79.264748,28.512293999999997,Feature,,DAN,DHANETA,,,
Point,83.672178,26.001213,Feature,Uttar Pradesh,CKYD,CHAKRA ROAD,NER,"Chakara Road Halt, Uttar Pradesh",
Point,81.14815399999999,21.183141,Feature,,MUP,MURHIPAR,,,
Point,73.3810615,17.0490546,Feature,Maharashtra,BOKE,BHOKE,KR,"Maharashtra, Maharashtra",
Point,81.2164,21.204118,Feature,,RSM,RASMARA,,,
Point,75.3769414349,20.7292951895,Feature,,PHQ,PARDHANDE,,,
Point,75.34831,20.668385,Feature,,PC,PACHORA JN,,,
Point,87.045099,24.388941000000003,Feature,Jharkhand,BSKH,Basukinath,ER,"Basukinath, Jharkhand",
Point,72.3312086395,23.4987569498,Feature,Gujarat,BSKN,Bhesana Manknaj,WR,"State Highway 41, Gujarat",
Point,75.27700034419999,20.6095998065,Feature,,GAA,GALAN,,,
Point,75.1981061108,20.6030016547,Feature,,NGD,NAGARDEVLA,,,
Point,73.751085,19.817370999999998,Feature,,AV,ASVALI,,,
Point,73.66573299999999,19.783928,Feature,,PI,PADLI,,,
Point,73.63594400000001,19.722911,Feature,,GO,GHOTI,,,
Point,73.56237899999999,19.694053,Feature,,IGP,IGATPURI,,,
Point,73.158611,19.244702,Feature,,SHAD,SHAHAD,,,
Point,76.85877285,28.73653776,Feature,Haryana,ASE,ASAUDAH,NR,"Delhi-Rohtak Corridor, Haryana",
Point,76.629155,28.857765,Feature,Haryana,ABO,ASTHAL BOHAR,NR,"Rohtak, Haryana",
Point,76.4289531995,29.0805810005,Feature,Haryana,KZH,KILA ZAFARGARH,NR,"NH 71, Haryana",
Point,77.4743493237,29.845590837699998,Feature,Uttar Pradesh,BNQL,BHANKALA HALT,NR,"State Highway 57, Uttar Pradesh",
Point,87.07468750000001,23.224387099999998,Feature,West Bengal,BQA,BANKURA,SER,"Bankura, West Bengal",
Point,77.424988,26.552056,Feature,Uttar Pradesh,BRLI,Barauli,NCR,"National Highway 11B, Uttar Pradesh",
Point,82.694138,22.115136,Feature,Chhattisgarh,BPRH,Balpur Halt,SECR,"Umreli, Chhattisgarh",
Point,87.193664,25.885092,Feature,Bihar,BNKI,Banmankhi Junction,ECR,"Purnia, Bihar",
Point,80.2889459058,13.2611631708,Feature,,AIP,ATTIPPATTU,,,
Point,80.26019199999999,13.281979,Feature,,MJR,MINJUR,,,
Point,88.301496,22.517861,Feature,West Bengal,BRJ,Brace Bridge,ER,"Kolkata, West Bengal",
Point,92.38341799999999,24.607593,Feature,Assam,BZGT,Bazurghat,NFR,"Bazurghat, Assam",
Point,92.59591800000001,24.754753,Feature,Assam,ALGP,Algapur,?,"Hailakandi, Assam",
Point,76.06701699999999,23.264582,Feature,,TAN,TARANA ROAD,,,
Point,78.12218,30.175451000000002,Feature,Uttarakhand,DWO,DOIWALA,NR,"Dehradun, Uttarakhand",
Point,77.14079000000001,28.613526,Feature,Delhi NCT,BRSQ,BRAR SQUARE,NR,"Delhi Cantonment, Delhi NCT",
Point,77.736988,29.273712,Feature,Uttar Pradesh,KAT,KHATAULI,NR,"Khatauli, Uttar Pradesh",
Point,75.0612084,28.2401014,Feature,Rajasthan,BUB,Bissau,NWR,"Bissau, Rajasthan",
Point,77.698335,29.05601,Feature,Uttar Pradesh,PQY,PABLI KHAS,NR,"Meerut, Uttar Pradesh",
Point,77.455792,28.703751999999998,Feature,Uttar Pradesh,GUH,GULDHAR,NR,"Ghaziabad, Uttar Pradesh",
Point,72.766138,20.122424,Feature,Gujarat,BRRD,BORDI ROAD,WR,"Bordi, Gujarat",
Point,84.24239742,27.151418149999998,Feature,Bihar,BRU,BHAIROGANJ,ECR,"Bhairoganj, Bihar",
Point,84.5229561,26.8058847,Feature,Bihar,BTH,BETTIAH,ECR,"Bettiah, Bihar",
Point,76.202946,20.891974,Feature,,MKU,MALKAPUR,,,
Point,82.06039,24.036488,Feature,Madhya Pradesh,BSDL,BHARSENDI,WCR,"Sidhi, Madhya Pradesh",
Point,77.8482415,28.3919187,Feature,Uttar Pradesh,BSC,Bulandshahr,NR,"Bulandshahr, Uttar Pradesh",
Point,88.573321,22.350122,Feature,West Bengal,BTPG,Betheria Ghola,ER,"Betheria Ghola, West Bengal",
Point,80.573657,17.543986,Feature,Andhra Pradesh,BTPD,Bethampurdi,SCR,"Kothagudem To Bhadrachalam Rd, Andhra Pradesh",
Point,79.2851956,28.288009,Feature,Uttar Pradesh,BTG,BASHARATGANJ,NR,"Bareilly, Uttar Pradesh",
Point,74.954044,30.19088,Feature,Punjab,BTIC,BHATINDA CANTT,NR,"State Highway 17, Punjab",
Point,75.72074952000001,30.377724999999998,Feature,Punjab,ALL,ALAL,NR,"Mullowal, Punjab",
Point,76.279846955,20.8885446711,Feature,,WADO,WADODA,,,
Point,76.401107,20.866943,Feature,,KJL,KHUMGAON BURTI,,,
Point,76.46015799999999,20.838889,Feature,,NN,NANDURA,,,
Point,71.6655966,22.182870599999998,Feature,Gujarat,BTD,BOTAD JN,WR,"Botad, Gujarat",
Point,76.575644,27.149686000000003,Feature,Haryana,BU,BASWA,NWR,"Alwar, Haryana",
Point,77.005497,20.723084,Feature,,AK,AKOLA JN,,,
Point,80.580751,21.271299000000003,Feature,,DKS,DAREKASA,,,
Point,74.23897337168455,29.79175066957987,Feature,Rajasthan,BUGL,Buglanwali,NWR,"Hanumangarh, Rajasthan",
Point,77.938506,18.86512,Feature,Andhra Pradesh,BSX,BASAR,SCR,"Basara, Andhra Pradesh",
Point,75.742678,30.862116999999998,Feature,Punjab,BWZ,Baddowal,NR,"Baddowa, Punjab",
Point,77.060902,20.576054000000003,Feature,Maharashtra,BSQ,BARSI TAKLI,SCR,"Dist. Akola, Maharashtra",
Point,77.642772,25.705583,Feature,Madhya Pradesh,PARH,PARAKHEDA,WCR,"Shivpuri, Madhya Pradesh",
Point,78.1953108,26.237555,Feature,,BLNR,BIRLANAGAR,,,
Point,79.875125,22.995932999999997,Feature,Madhya Pradesh,BUQ,Bargi,SECR,"Bargi Nagar - Ghansore Rd, Madhya Pradesh",
Point,77.96285300000001,26.569564,Feature,,SIKD,SIKRODA KWANRI,,,
Point,74.2116131934,24.8477620899,Feature,Rajasthan,BSJ,Bhupalsagar,NWR,"Rajsamand, Rajasthan",
Point,88.434731,22.676284,Feature,West Bengal,BRPK,Bisharpara Kodaliya,ER,"Kolkata, West Bengal",
Point,77.936903,9.467438999999999,Feature,Tamil Nadu,TY,TULUKAPATI,SR,"National Highway 7, Tamil Nadu",
Point,88.13056325,22.12030128,Feature,West Bengal,BYSA,Basulyasutahata,SER,"Haldia, West Bengal",
Point,81.4500584753,25.164270416300003,Feature,Uttar Pradesh,BRG,BARGARH,NCR,"Kaushambi, Uttar Pradesh",
Point,73.472003,19.647159,Feature,,KSRA,KASARA,,,
Point,73.422651,19.628026000000002,Feature,,OMB,OOMBERMALI,,,
Point,85.446664,25.100178,Feature,,MH,Marahra,CR,,
Point,73.393442,19.579952,Feature,,KE,KHARDI,,,
Point,73.35181299999999,19.549981,Feature,,THS,THANSIT,,,
Point,74.40197699999999,30.452385,Feature,Punjab,BSGR,Bhagsar,NR,"Ramgarh Chungha, Punjab",
Point,73.3276912396,19.5031813038,Feature,,ATG,ATGAON,,,
Point,73.307859,19.439277999999998,Feature,,ASO,ASANGAON,,,
Point,73.26768899999999,19.406422,Feature,,VSD,VASIND,,,
Point,73.21871043,19.35621892,Feature,,KDV,KHADAVLI,,,
Point,73.17171,19.267587,Feature,,ABY,AMBIVLI,,,
Point,73.041905,19.188394,Feature,,DIVA,DIVA,,,
Point,72.839733,18.962311,Feature,Maharashtra,SNRD,MUMBAI SANDHURST ROAD,CR,"Mumbai, Maharashtra",
Point,75.999562,31.177139,Feature,Punjab,BXB,Banga,NR,"Nawan Shahar, Punjab",
Point,72.97541700000001,19.185757000000002,Feature,,TNA,THANE,,,
Point,74.19313199999999,30.548939999999998,Feature,Punjab,BVW,Bahminiwala,NR,"State Highway 20, Punjab",
Point,72.956933,19.172355,Feature,,MLND,MULUND,,,
Point,80.102675,27.462683,Feature,,KUF,KAURHA,,,
Point,80.19623499999999,27.32161,Feature,,KAR,KARNA,,,
Point,72.946683,19.154646,Feature,,NHU,NAHUR,,,
Point,86.8435187,21.741339999999997,Feature,Orissa,BTQ,Betnoti,SER,"Betnoti, Orissa",
Point,76.659317,13.265332,Feature,Karnataka,BSN,BANASANDRA,SWR,"SH19, Karnataka",
Point,73.136306,25.035574999999998,Feature,Rajasthan,MOI,MORI BERA,NWR,"Nana, Rajasthan",
Point,73.192517,25.170546,Feature,Rajasthan,BRLY,BIROLIYA,NWR,"Biroliya Rd, Rajasthan",
Point,73.0953188199,25.921475609399998,Feature,Rajasthan,RT,ROHAT,NWR,"SH 64, Rajasthan",
Point,75.82814753,16.47986853,Feature,Karnataka,BSRX,BAGEVADI RD,SWR,"Bagevadi, Karnataka",
Point,80.299606,13.249326,Feature,,AIPP,ATTIPPATTU PUDU NAGAR,,,
Point,75.66684099999999,31.058267,Feature,Punjab,BZG,Bilga,NR,"Bilga, Punjab",
Point,71.14841382110001,22.5718124104,Feature,Gujarat,LMC,LAKHAMANCHI,WR,"State Highway 113, Gujarat",
Point,86.6920701,24.4892623,Feature,Jharkhand,BDME,Baidyanathdham Deoghar,ER,"Deoghar, Jharkhand",
Point,75.718169,18.240993,Feature,Maharashtra,BTW,BARSI TOWN,CR,"Barshi, Maharashtra",
Point,76.0302621,22.255445899999998,Feature,Madhya Pradesh,BWW,Barwaha,WR,"Barwah, Madhya Pradesh",
Point,76.003772,32.14165,Feature,Himachal Pradesh,JWLS,JAWAN WALA SHEHAR,NR,"Jawan Wala Shehar, Himachal Pradesh",
Point,72.926702,21.399697,Feature,,KIM,KIM,,,
,,,Feature,Gujarat,CDLD,Chandlodiya,WR,"Ahmadabad, Gujarat",
,,,Feature,Bihar,CDMA,Chandeshwarsthan,ECR,"Chandeshwarsthan, Bihar",
Point,78.035087,9.981546,Feature,,SER,SAMAYANALLUR,,,
Point,73.45218163914979,21.99195697308774,Feature,Gujarat,CDD,Chandod,WR,"State Highway 160, Gujarat",
Point,82.123182,22.028156,Feature,,DPH,DADHAPARA,,,
Point,82.29651100000001,22.034344,Feature,,JRMG,JAIRAMNAGAR,,,
Point,74.136829,20.122591999999997,Feature,,UGN,UGAON,,,
Point,89.62797752581537,26.076284459879247,Feature,West Bengal,BXT,Bamanhat,NFR,"Kurigram Nageshwari Rd, West Bengal",
Point,92.80071699999999,25.069785,Feature,Assam,BXK,BANDARKHAL,NFR,"Diakkawn Rd, Assam",
Point,74.849153,30.225526,Feature,Punjab,BWX,BAHMAN DIWANA,NR,"Behman Diwana, Punjab",
Point,82.22659200000001,25.566931,Feature,Uttar Pradesh,BYHA,BARYA RAM,NR,"THAKUR Rd, Uttar Pradesh",
Point,77.171177,22.367273,Feature,Madhya Pradesh,CRK,CHARKHERA,WCR,"Harda, Madhya Pradesh",
Point,87.3208,22.485657,Feature,West Bengal,BUTA,BHADUTALA,SER,"Lalgarh-Medinipur Road, West Bengal",
Point,87.340588,22.739076,Feature,West Bengal,CDGR,CHANDRAKONA RD,SER,"Chandrakona Rd, West Bengal",
Point,76.231711,29.394379,Feature,Haryana,BZO,BARSOLA,NR,"District Jind, Haryana",
Point,77.985472,10.35381,Feature,,DG,DINDIGUL JN,,,
Point,77.951415,10.317775999999999,Feature,,VO,VELLODU,,,
Point,77.924468,10.272226,Feature,,ABI,AMBATURAI,,,
Point,77.909593,10.179613000000002,Feature,,KQN,KODAIKANAL ROAD,,,
Point,77.945674,10.086114,Feature,,VDP,VADIPPATTI,,,
Point,72.37251094,24.18394723,Feature,Gujarat,CDQ,CHADOTAR,WR,"National Highway 14, Gujarat",
Point,76.572402,28.070281,Feature,Haryana,BWL,BAWAL,NWR,"Bawal, Haryana",
Point,81.516853,16.547348,Feature,Andhra Pradesh,BVRT,BHIMAVARAM TOWN,SCR,"Bhimavaram, Andhra Pradesh",
Point,73.787801,25.895725000000002,Feature,Rajasthan,BQN,BAGRI NAGAR,NWR,"Marwar, Rajasthan",
Point,77.94839300000001,10.044464999999999,Feature,,KYR,KARUPPATTI,,,
Point,77.96508200000001,10.02227,Feature,,SDN,SHOLAVANDAN,,,
,,,Feature,Gujarat,CIO,Chikhli Road,WR,"SH 179, Gujarat",
Point,84.066991,27.130045000000003,Feature,Bihar,BUG,BAGAHA,ECR,"Bagaha, Bihar",
Point,84.53063900000001,26.94163,Feature,Bihar,CAI,CHANPATIA,ECR,"Sikta-Mainatad Rd, Bihar",
Point,85.04636,26.417182,Feature,Bihar,CAA,CHAKIA,ECR,"Chakia, Bihar",
,,,Feature,,CKNA,Chikna,ECR,,
Point,80.915268,28.379381,Feature,Uttar Pradesh,BXM,BELRAYAN,NER,"Tikapur, Uttar Pradesh",
Point,74.51678100000001,17.008048,Feature,Maharashtra,BVQ,BHILAVDI,CR,"Sangli, Maharashtra",
Point,86.559763,23.481082,Feature,West Bengal,ANR,ANARA,SER,"Purulia, West Bengal",
Point,75.44328689999999,27.9104715,Feature,Rajasthan,BWPL,Balwant Pura Chelasi,NWR,"Jhunjhunu, Rajasthan",
Point,81.73716,21.015051,Feature,,CATD,Chataud,SECR,,
Point,80.287402,22.411417999999998,Feature,Madhya Pradesh,CID,Chiraidongri,SECR,"Chiraidongri, Madhya Pradesh",
Point,78.8082265295,28.832108335,Feature,,KGFR,KATHGHAR RIGHT BANK,,,
Point,78.8095,28.832685,Feature,,KGFE,KATHGHAR EAST,,,
Point,86.992655,25.732598999999997,Feature,Bihar,BHGJ,Bihariganj,ECR,"Kishanganj, Bihar",
Point,71.444628,21.620099999999997,Feature,Gujarat,HTGR,HATHIGADH,WR,"SH 115, Gujarat",
Point,92.287381,24.515852,Feature,Assam,CHBN,Chandkhira Bagn,NFR,"National Highway 44, Assam",
,,,Feature,,YY-MMRX,YY-MMRX,,,
Point,78.628737,10.87109,Feature,Tamil Nadu,MKY,MEKKUDI,SR,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",
Point,79.16411699999999,28.612475,Feature,,MIL,MILAK,,,
Point,79.205555,28.550179,Feature,,NRS,NAGARIA SADAT,,,
Point,75.88703100000001,29.367534,Feature,Haryana,BXC,Barwala,NR,"Barwala, Haryana",
Point,80.352497,27.167362999999998,Feature,,BLM,BALAMU JN,,,
Point,80.473465,27.086986,Feature,,UTA,UMAR TALI,,,
Point,73.946241,25.352227999999997,Feature,Rajasthan,CBG,Charbhuja Road,NWR,"Amet, Rajasthan",
Point,74.433196,14.316931,Feature,Karnataka,HNA,HONNAVAR,KR,"Honavar, Karnataka",
Point,74.6840119482,13.717680182199999,Feature,Karnataka,SEN,SENAPURA,KR,"Udupi, Karnataka",
Point,92.416794,24.845883999999998,Feature,Assam,CGX,Chargola,NFR,"National Highway 44, Assam",
Point,78.0445917407,10.4023417558,Feature,,TMP,TAMARAIPADI,,,
Point,78.1021599634,10.4363355768,Feature,,VDM,VADAMADURA,,,
Point,78.157049,10.483391,Feature,,AYR,AYYALUR,,,
Point,78.2343675623,10.518065672899999,Feature,,KFC,KALPATTICHATRAM,,,
Point,78.3098143988,10.544055019,Feature,,VPJ,VALYAMPATTI,,,
Point,78.3662318384,10.575644554,Feature,,CII,CHETTIYAPATTI,,,
Point,72.85303900000001,19.311766,Feature,Maharashtra,BYR,BHAYANDAR,WR,"Thane, Maharashtra",
Point,72.38933899999999,23.709061000000002,Feature,Gujarat,BHU,BHANDU MOTIDAU,WR,"Mahesana, Gujarat",
Point,88.667458,22.313264,Feature,West Bengal,CG,Canning,ER,"Canning, West Bengal",
Point,80.11878948120001,22.2299461588,Feature,,CGLA,Changotola,?,,
Point,75.636651,32.259653,Feature,Punjab,CHKB,CHAKKI BANK,NR,"Pathankot, Punjab",
Point,85.2506963452,25.273607371900003,Feature,,JAR,Junair Halt,,,
Point,78.780268,28.458626000000002,Feature,Uttar Pradesh,CH,CHANDAUSI JN,NR,"Chandausi, Uttar Pradesh",
,,,Feature,,BSLX,BSLX,,,
Point,72.949119,20.687336000000002,Feature,Gujarat,DGI,DUNGRI,WR,"NH 8, Gujarat",
Point,76.33919345,20.885157149999998,Feature,,BIS,BISWA BRIDGE,,,
Point,77.07497000000001,20.724559000000003,Feature,,YAD,YEULKHED,,,
Point,84.0478709076,26.8568018382,Feature,,KKT,Kath Kuiyan,,,
Point,77.1796502,20.7290593,Feature,,BGN,BORGAON,,,
Point,75.258143,31.237553,Feature,Punjab,DDY,DUDWINDI,NR,"Kapurthala, Punjab",
Point,77.25938099999999,20.723777,Feature,,KTP,KATEPURNA,,,
Point,74.3431299774,20.2117506011,Feature,,SUM,SUMMIT,,,
Point,74.22597599999999,20.154847999999998,Feature,,LS,LASALGAON,,,
Point,78.0336011,30.3140377,Feature,Uttarakhand,DDN,DEHRADUN,NR,"Dehradun, Uttarakhand",
Point,77.35482499999999,20.736468000000002,Feature,,MZR,MURTAJAPUR,,,
Point,75.943986,25.212948,Feature,Rajasthan,CDSL,CHANDRESAL,WCR,"Kota, Rajasthan",
Point,76.82208,30.7019773,Feature,Chandigarh,CDG,CHANDIGARH,NR,"Darua, Chandigarh",
Point,77.469063,20.761491,Feature,,MANA,MANA,,,
Point,77.52258400000001,20.78015,Feature,,MNDA,MANDURA,,,
Point,83.69990700000001,26.926388,Feature,Uttar Pradesh,CPJ,KAPTANGANJ JN,NER,"Captainganj, Uttar Pradesh",
Point,84.051843,27.15958,Feature,Bihar,AWS,ASWANI HALT,ECR,"Bagaha, Bihar",
Point,77.58733000000001,20.808396000000002,Feature,,KUM,KURAM,,,
Point,77.65695,20.833253,Feature,,TKI,TAKLI,,,
Point,80.79835,26.885454000000003,Feature,,KKJ,KAKORI,,,
Point,80.909614,26.829443,Feature,,LNWT,LUCKNOW WEST (ALH),,,
Point,85.4087656586,25.6683593565,Feature,Bihar,DES,DESARI,ECR,"Vaishali, Bihar",
Point,74.079481,20.096584,Feature,,NR,NIPHAD,,,
Point,77.73231969999999,20.8567925,Feature,,BD,BADNERA JN,,,
