geometry/type,geometry/coordinates/0,geometry/coordinates/1,type,properties/state,properties/code,properties/name,properties/zone,properties/address,geometry
,,,Feature,Maharashtra,SDRN,Shendurni,CR,"Shendurni, Maharashtra",
Point,87.277063,23.106248,Feature,West Bengal,RSG,RAMSAGAR,SER,"Bankura, West Bengal",
Point,80.632889,27.994397,Feature,Uttar Pradesh,RZJ,RAZAGANJ,NER,"Lakhimpur Kheri, Uttar Pradesh",
,,,Feature,West Bengal,SGBA,Sir Gurudas Banerjee Halt,ER,"Kolkata, West Bengal",
Point,85.91106267820001,25.1344757598,Feature,,AHMP,ADARSH MANPUR,,,
,,,Feature,Bihar,SHKY,Saharsa Kutchery Halt,ECR,"Bihra Panchayat, Bihar",
,,,Feature,Rajasthan,SHRG,Sri Ramgarh Halt,NWR,"Ramgarh Railway Station, Rajasthan",
Point,75.290472144261,28.893890064746117,Feature,Rajasthan,SDMK,Sidmukh,NWR,"Sidhmukh, Rajasthan",
Point,75.031546,26.705766999999998,Feature,Rajasthan,SALI,SALI,NWR,"Ajmer, Rajasthan",
Point,88.292124,24.27321,Feature,West Bengal,SBNM,Subarnamrigi,ER,"Police Station Rd, West Bengal",
Point,77.138165,31.107469,Feature,Himachal Pradesh,SHZ,Summer Hill,NR,"Shimla, Himachal Pradesh",
Point,82.017775,25.412362,Feature,Uttar Pradesh,RTR,RAMNATHPUR,NER,"Handia, Uttar Pradesh",
Point,85.795126,22.498243000000002,Feature,Jharkhand,SIPA,Singhookharia,SER,"National Highway 75, Jharkhand",
Point,85.519694,26.410576,Feature,Bihar,RUSD,Runnisaidpur,ECR,"Runni, Bihar",
Point,75.241169,31.110308,Feature,Punjab,SDZ,Sindhar,NR,"Sindhar, Punjab",
Point,73.785795,28.012356,Feature,Rajasthan,SDF,Sudsar,NWR,"Bikaner, Rajasthan",
Point,72.5964046204,27.5544208128,Feature,Rajasthan,SIRD,Sird,?,"Jodhpur, Rajasthan",
Point,75.386989,28.631138,Feature,Rajasthan,SDLP,Sadulpur Junction,NWR,"Rajgarh, Rajasthan",
Point,75.85342399999999,22.698715,Feature,Madhya Pradesh,SFNR,Saifinagar Halt,WR,"Indore, Madhya Pradesh",
Point,75.8605782111,28.4076088967,Feature,Haryana,SAWN,Sohansra,NWR,"State Highway 24, Haryana",
Point,76.296444,29.726968,Feature,Andhra Pradesh,SJM,Sajuma,NR,"High School Rd, Andhra Pradesh",
Point,78.822659,28.918565,Feature,Uttar Pradesh,SEW,SEHAL,NER,"MDR 65W, Uttar Pradesh",
Point,74.909935,16.914611,Feature,Maharashtra,SGRE,SULGARE,CR,"Jath Rd, Maharashtra",
Point,73.335655,23.621619,Feature,Gujarat,SJS,SHAMLAJI ROAD,NWR,"State Highway 5, Gujarat",
Point,78.194338,22.693813,Feature,Madhya Pradesh,SGP,SOHAGPUR,WCR,"Sohagpur, Madhya Pradesh",
Point,75.643764,30.380452,Feature,Punjab,SEQ,SEKHA,NR,"Off Rd, Punjab",
Point,80.1564133228,21.9419101772,Feature,Madhya Pradesh,SMC,Samnapur,SECR,"State Highway 11, Madhya Pradesh",
Point,76.60279299999999,32.046378,Feature,Himachal Pradesh,MNHL,MAJHAIRAN HIMACHAL,NR,"Majhairan, Himachal Pradesh",
Point,77.682861,8.607001,Feature,Tamil Nadu,SGLM,SENGULAM,SR,"National Highway 7, Tamil Nadu",
Point,78.991164,28.368424,Feature,Uttar Pradesh,DUB,DABTARA,NR,"Bisauli, Uttar Pradesh",
Point,88.082999,23.692561,Feature,West Bengal,SHBL,SHIBLUN,ER,"State Highway 6, West Bengal",
,,,Feature,West Bengal,SIZ,Shrikhanda,ER,"Shrikhanda, West Bengal",
,,,Feature,Gujarat,SJTR,Sojitra,WR,"Anand, Gujarat",
Point,87.15210099999999,25.841387,Feature,Bihar,SKHK,Sukhasan Kothi,ECR,"Purnia, Bihar",
Point,72.497486,22.981944000000002,Feature,Gujarat,SEJ,SARKHEJ,WR,"Ahmedabad, Gujarat",
Point,86.594953,25.875207999999997,Feature,Bihar,SHC,SAHARSA JN,ECR,"Saharsa, Bihar",
Point,92.929931,26.608902,Feature,Assam,SHTT,Silghat Town,NFR,"Silghat, Assam",
Point,88.42960699999999,26.7073,Feature,West Bengal,SGUT,SILIGURU TOWN,NFR,"Siligur, West Bengal",
Point,88.413663,26.723204,Feature,West Bengal,SGUJ,SILIGURI JN,NFR,"Siligur, West Bengal",
Point,74.46238562464714,29.550109363942525,Feature,Rajasthan,SJSM,Salemgarhmasani,NWR,"Salemgarhmasani, Rajasthan",
Point,72.874083,21.077673,Feature,Gujarat,SCH,SACHIN,WR,"Sachin, Gujarat",
Point,75.621561,31.343172,Feature,Punjab,SCPD,SUCHIPIND,NR,"Jalandhar, Punjab",
Point,78.27389099999999,10.958125,Feature,Tamil Nadu,SEV,SITHALAVAI,SR,"Krishnarayapuram, Tamil Nadu",
Point,73.546234,17.201998999999997,Feature,Maharashtra,SGR,SANGMESHWAR,KR,"NH 17, Maharashtra",
Point,71.886759,21.728936,Feature,Gujarat,SGD,SONGADH,WR,"Bhavnagar, Gujarat",
Point,85.854024,25.132088,Feature,Bihar,SHK,SHEIKPURA,ECR,"Sheikhpura, Bihar",
,,,Feature,Gujarat,SMDR,Simodara,WR,"SH 166, Gujarat",
,,,Feature,Maharashtra,SMTN,Somthan,CR,"Somthan, Maharashtra",
Point,79.334804,22.048501,Feature,Madhya Pradesh,SMSR,Samaswara,SECR,"SH 26, Madhya Pradesh",
Point,75.15337799999999,27.616275,Feature,Rajasthan,SIKR,Sikar Junction,NWR,"Sikar, Rajasthan",
Point,74.876271,20.735376,Feature,Maharashtra,SHF,Shirud,CR,"Shirud, Maharashtra",
Point,77.12423700000001,31.038759000000002,Feature,Himachal Pradesh,SGS,Shoghi,NR,"Shoghi, Himachal Pradesh",
Point,75.170322,29.515832999999997,Feature,Haryana,SHN,Suchan Kotli,NWR,"Suchan, Haryana",
Point,88.466557,22.293128,Feature,West Bengal,SJPR,Surjyapur,ER,"Surjyapur F, West Bengal",
Point,84.8330358765,26.035816445600002,Feature,Bihar,SMKR,Sham Kauria,NER,"National Highway 28B, Bihar",
Point,74.947251,30.080230999999998,Feature,Punjab,SGA,Shergarh,NWR,"Bathinda, Punjab",
Point,75.974841,17.45892,Feature,Karnataka,SLGE,SULERJAVALGE,SWR,"NH 13, Karnataka",
Point,81.36905499999999,16.582653999999998,Feature,Andhra Pradesh,AKVD,AKIVIDU,SCR,"Coast Andhra, Andhra Pradesh",
Point,75.203016,31.211713,Feature,Punjab,SQR,SULTANPUR LODI,NR,"Kapurthala, Punjab",
Point,77.21222487729999,19.5087818977,Feature,Maharashtra,SIF,SIRLI,SCR,"Parbhani, Maharashtra",
Point,77.71804900000001,29.192626,Feature,Uttar Pradesh,SKF,SAKHOTI TANDA,NR,"Meerut, Uttar Pradesh",
Point,77.316231,29.444596999999998,Feature,Uttar Pradesh,SMQL,SHAMLI,NR,"Shamli, Uttar Pradesh",
Point,76.96766400000001,26.684155,Feature,Rajasthan,SMBJ,SHRI MAHABIRJI,WCR,"Karauli, Rajasthan",
Point,76.108388,14.226683,Feature,Karnataka,SLU,SASALU,SWR,"State Highway 47, Karnataka",
Point,77.1402539871633,28.560827504028268,Feature,Punjab,SQK,Shankar,NR,"Jalandhar, Punjab",
Point,79.275262,10.77933,Feature,Tamil Nadu,SMM,SALIYAMANGALAM,SR,"NH 67, Tamil Nadu",
Point,69.833241,21.748997,Feature,Gujarat,SKR,SAKHPUR,WR,"to railway station, Gujarat",
Point,85.669157,25.043599999999998,Feature,,SONW,SONWARSA HALT,?,,
Point,77.130516,30.934311,Feature,Himachal Pradesh,SLR,Salogra,NR,"NH 22, Himachal Pradesh",
Point,75.87207,15.421498999999999,Feature,Karnataka,SOQ,SOMPUR ROAD,SWR,"Sompur, Karnataka",
Point,72.820594,20.19165,Feature,Gujarat,SJN,SANJAN,WR,"Sanjan, Gujarat",
Point,86.05375,20.971268,Feature,Orissa,SKND,Sukinda Road,ECoR,"Duburi, Orissa",
Point,73.86771300000001,15.370790999999999,Feature,Goa,SKVL,SANKVAL,SWR,"Sancoale, Goa",
Point,74.80617699999999,12.989191,Feature,Karnataka,SL,SURATHKAL,KR,"Surathkal, Karnataka",
Point,75.5962538599,15.437494047800001,Feature,Goa,SJDA,SANJUJE DA AREY,SWR,"CURTORIM, Goa",
Point,77.905991,18.659388000000003,Feature,Andhra Pradesh,SKNR,Shakar Nagar,SCR,"Bodhan, Andhra Pradesh",
,,,Feature,West Bengal,SOF,Saota,ER,"Saota, West Bengal",
Point,74.588939,16.858669000000003,Feature,Maharashtra,SLI,SANGLI,CR,"Sangli, Maharashtra",
Point,74.1573548438,17.3606825795,Feature,Maharashtra,SIW,SHIRRAVDE,CR,"Satara, Maharashtra",
Point,74.17178775389999,17.963070994400002,Feature,Maharashtra,SLP,SALPA,CR,"SH 61, Maharashtra",
Point,80.7274215704,28.4746409298,Feature,Uttar Pradesh,SOI,Sonaripur,NER,"MDR 6C, Uttar Pradesh",
,,,Feature,Madhya Pradesh,SNBD,Sunderabad,WR,"Ratlam, Madhya Pradesh",
,,,Feature,West Bengal,SPS,Shripat Shrikhand,ER,"Shripat Shrikhand, West Bengal",
Point,84.666995,26.333838,Feature,Bihar,SQW,Sidhwalia,NER,"Saran, Bihar",
Point,81.591856,20.747436,Feature,,SNKX,Sankra,SECR,,
Point,75.592671,13.927613,Feature,Karnataka,SME,Shimoga,SWR,"State Highway 57, Karnataka",
Point,85.01186038569999,25.285709039300002,Feature,,SONH,Seonan Halt,?,,
Point,88.32876,22.224929,Feature,West Bengal,SNU,Sangrampur,ER,"State Highway 3, West Bengal",
Point,87.0008507605,25.0658316907,Feature,Bihar,SJJ,Sanjha,ER,"Sanjha, Bihar",
Point,92.990043,26.503912999999997,Feature,Assam,SLON,Salona,NFR,"Salona, Assam",
Point,87.65749699999999,21.763167000000003,Feature,West Bengal,SJPA,Sujalpur,?,"Digha Contai Rd, West Bengal",
Point,85.434638,25.078598999999997,Feature,Bihar,SILO,Silao,ECR,"Nalanda, Bihar",
Point,85.530032,25.273946,Feature,Bihar,SOW,Suhsarai,ECR,"National Highway 31, Bihar",
Point,75.656972,31.342859999999998,Feature,Punjab,BLND,Bolinna Doaba,NR,"Patara Rd, Punjab",
Point,82.704734,24.122899,Feature,Uttar Pradesh,SKTN,Shakti Nagar,ECR,"Dist. Sonebhadra, Uttar Pradesh",
Point,79.834297,22.90699,Feature,Madhya Pradesh,SOY,Sukrimangela,SECR,"Shikara - Dhooma Rd, Madhya Pradesh",
Point,76.07770599999999,31.292873999999998,Feature,Punjab,SQJ,Saila Khurd,NR,"Saila Khurd, Punjab",
Point,76.110741,31.257426,Feature,Punjab,SNB,Satnaur Badesron,NR,"Satnaur Badesron, Punjab",
Point,78.925046,21.387489000000002,Feature,Maharashtra,SONR,Saoner Junction,SECR,"Saoner, Maharashtra",
Point,77.196287,28.581210000000002,Feature,Delhi NCT,SOJ,SAROJINI NAGAR,NR,"Sarojini Nagar, Delhi NCT",
Point,70.3763963708,21.758513999399998,Feature,Gujarat,SPD,SUPEDI,WR,"Supedi, Gujarat",
Point,78.4494025903,29.689652272500002,Feature,Uttar Pradesh,SNX,SANEH ROAD,NR,"Saneh Road, Uttar Pradesh",
Point,84.8136981409,26.711946963,Feature,Bihar,SRA,SEMRA,ECR,"National Highway 28A, Bihar",
Point,87.28521798737347,25.86331602863504,Feature,Bihar,SRSI,Sarsi,ECR,"State Highway 77, Bihar",
Point,77.72370699999999,27.116202,Feature,Rajasthan,SNPR,SINGARPUR,NCR,"Rupbas, Rajasthan",
Point,74.62566,25.123246,Feature,Rajasthan,SNYN,SONIYANA,NWR,"National Highway 79, Rajasthan",
Point,81.6190324237,25.1813005966,Feature,Madhya Pradesh,SRJ,SHANKARGARH,NCR,"Shankargarh, Madhya Pradesh",
Point,84.680541,27.024365,Feature,Bihar,STF,Sikta,ECR,"Sikta, Bihar",
Point,75.73429978452623,28.30168415387253,Feature,Rajasthan,SRGH,Surajgarh,NWR,"Surajgarh, Rajasthan",
Point,77.793105,18.921849,Feature,Maharashtra,SQE,SAMRLA,SCR,"Dharmabad, Maharashtra",
Point,72.721146,26.8662,Feature,Rajasthan,SRK,SAMRAU,NWR,"State Highway 61, Rajasthan",
Point,75.348341,31.974211,Feature,Punjab,SOHL,Sohal,NR,"National Highway 15, Punjab",
Point,78.748458,27.883353999999997,Feature,Uttar Pradesh,SRNK,Soron,NER,"Soron, Uttar Pradesh",
Point,72.895784,23.491604000000002,Feature,Gujarat,SNSN,SONASAN,WR,"Salal, Gujarat",
Point,79.484397,23.033843,Feature,Madhya Pradesh,SRID,SHRIDHAM,WCR,"Shridham, Madhya Pradesh",
Point,77.94977499999999,22.613017999999997,Feature,Madhya Pradesh,SQL,SONTALAI,WCR,"Itarsi, Madhya Pradesh",
Point,76.773299,28.781933000000002,Feature,Haryana,SPZ,SAMPLA,NR,"Sampla, Haryana",
Point,72.177296,23.796393,Feature,Gujarat,SNHR,SANKHAI,WR,"Patan, Gujarat",
Point,95.160918,27.110416,Feature,Assam,SPK,SAPEKHATI,NFR,"Moran to Naharkatiya Rd, Assam",
Point,77.031581,26.081657,Feature,Rajasthan,SPRA,Sillipur,NCR,"State Highway 2, Rajasthan",
Point,72.84133899999999,19.082018,Feature,Maharashtra,STC,SANTA CRUZ,WR,"Mumbai, Maharashtra",
Point,73.9546461121,18.4732023111,Feature,Maharashtra,SSV,SASVAD ROAD,CR,"Sasvad, Maharashtra",
Point,86.603023,26.117556999999998,Feature,Bihar,SOU,Supaul,ECR,"Supaul, Bihar",
Point,71.957197,21.724798000000003,Feature,Gujarat,SOJN,SIHOR GUJARAT,WR,"Shihor, Gujarat",
Point,79.41302,20.800933,Feature,,KRNG,Kargaon Halt,,,
Point,79.990982,28.572634,Feature,Uttar Pradesh,SNDY,SANDAI,NER,"Sandai, Uttar Pradesh",
Point,73.67934,16.111322,Feature,Maharashtra,SNDD,SINDHUDURG,KR,"Oros, Maharashtra",
Point,81.822277,25.548656,Feature,Uttar Pradesh,SPGL,Sarai Gopal,NR,"Allahabad Bypass, Uttar Pradesh",
Point,79.56736599999999,28.543189,Feature,Uttar Pradesh,STH,Sethal,NER,"Bareilly, Uttar Pradesh",
Point,84.52704197999999,25.395161271299997,Feature,Bihar,SRMN,Semraon,ECR,"State Highway 12, Bihar",
Point,80.647908,16.525488,Feature,Andhra Pradesh,STPM,S NARAYANAPURAM,SCR,"Vijayawada, Andhra Pradesh",
Point,88.272502,22.524414,Feature,West Bengal,SSP,Santoshpur,ER,"Kolkata, West Bengal",
Point,86.47988299999999,23.660992,Feature,Jharkhand,SNDT,Sindri Town,?,"Sindri, Jharkhand",
Point,78.748798,27.883694,Feature,Uttar Pradesh,SRN,Soron,NER,"Soron, Uttar Pradesh",
Point,73.01247500000001,22.602487999999997,Feature,Gujarat,SNA,Sadanapura,WR,"Sadanapura, Gujarat",
Point,84.97751000000001,25.006278000000002,Feature,,WW,Wanabar,?,,
Point,88.434523,22.346539999999997,Feature,West Bengal,SSRD,Shasan Road,ER,"Baruipur, West Bengal",
Point,87.90811500000001,22.301973999999998,Feature,West Bengal,SMTG,Saheed Matangini,SER,"Medinipur, West Bengal",
Point,76.70038600000001,25.675538,Feature,Madhya Pradesh,SOE,Sheopur Kalan,NCR,"Sheopur, Madhya Pradesh",
Point,74.824623,28.179883999999998,Feature,Rajasthan,SMNN,Shri Makri Nath Nagar,NWR,"Churu, Rajasthan",
Point,80.609091,16.245325,Feature,Andhra Pradesh,AKU,ANGALAKUDURU,SCR,"Coastal Andhra Region, Andhra Pradesh",
Point,79.4413220264,25.289429766,Feature,Uttar Pradesh,GTI,GHUTAI,NCR,"National Highway 76, Uttar Pradesh",
Point,77.425499,27.177901,Feature,Rajasthan,SWAR,SEWAR,WCR,"Bharatpur, Rajasthan",
Point,72.468139,27.052218,Feature,Rajasthan,STSN,SHAITAN SINGH NAGAR,NWR,"State Highway 61, Rajasthan",
Point,88.126194,23.79372,Feature,West Bengal,MHTR,MALIHATI TALIBPUR ROAD,ER,"Rd, West Bengal",
Point,76.605353,27.18282,Feature,Rajasthan,SRRG,SURERGOTH,NWR,"State Highway 25, Rajasthan",
Point,71.31266699999999,21.335082,Feature,Gujarat,SVKD,SAVAR KUNDLA,WR,"Savar Kundla, Gujarat",
Point,78.846279,28.431279,Feature,Uttar Pradesh,SSKA,SISARKA,NR,"State Highway 43, Uttar Pradesh",
Point,74.624105,25.697556000000002,Feature,Rajasthan,SSR,SARERI,NWR,"National Highway 79, Rajasthan",
Point,83.032634,25.375998,Feature,Uttar Pradesh,SRNT,SARNATH,NER,"Varanasi, Uttar Pradesh",
Point,77.048971,20.674328,Feature,Maharashtra,SVW,SHIVNI SHIVAPUR,SCR,"Akola, Maharashtra",
Point,73.939328,15.291947,Feature,Goa,SRVX,SURAVALI,KR,"Margao, Goa",
Point,72.394212,23.542306999999997,Feature,Gujarat,SXS,SHOBHASAN,WR,"State Highway 41, Gujarat",
Point,85.79053,21.500203,Feature,Orissa,STBJ,Sitabanji,ECoR,"National Highway 215, Orissa",
Point,74.10866,15.264064,Feature,Goa,SVM,SANVERDAM CHUCH,SWR,"Curchorem, Goa",
Point,74.67814298520001,16.001728105999998,Feature,Karnataka,SUL,SULADHAL,SWR,"Belagavi, Karnataka",
,,,Feature,Rajasthan,SURR,Surera,NWR,"Surera, Rajasthan",
Point,88.468742,26.880144,Feature,West Bengal,SVQ,SIVOK,NFR,"Sevoke, West Bengal",
Point,80.294121,16.309801,Feature,,VMLD,VEMULURIPADU,,,
,,,Feature,Maharashtra,SWQ,Sangwi,CR,"Sangwi, Maharashtra",
Point,75.54695000000001,31.095558,Feature,Punjab,SWG,Sidhwan,NR,"Sidhwan, Punjab",
Point,85.952587,25.132853,Feature,Bihar,SRY,SIRARI,ECR,"State Highway 6, Bihar",
Point,74.679664,30.917223,Feature,Punjab,SWX,Saidanwala,NR,"Saidanwala, Punjab",
Point,78.49906899999999,9.852970000000001,Feature,Tamil Nadu,SVGA,Sivaganga,SR,"SH 33, Tamil Nadu",
Point,75.034944,29.539153,Feature,Haryana,SSA,Sirsa,NWR,"Sirsa, Haryana",
Point,73.00914999999999,24.11526,Feature,,MQA,Matoda,,,
Point,70.471495,20.994517,Feature,Gujarat,SVB,Savni,WR,"Maljinjava, Gujarat",
Point,84.34871700000001,26.226705,Feature,Bihar,SVC,Siwan Kachari,NER,"Siwan, Bihar",
Point,77.906323,8.622475999999999,Feature,Tamil Nadu,SVV,Srivaikuntam,SR,"Thoothukudi, Tamil Nadu",
Point,81.65894399999999,16.535628999999997,Feature,Andhra Pradesh,SVDC,Sivadevunichkla,SCR,"P.P.Road, Andhra Pradesh",
Point,75.966232,28.382338,Feature,Haryana,STNL,Satnali,NWR,"Satnali, Haryana",
Point,71.2281676154,21.6079811042,Feature,Gujarat,AEP,Amreli Para,WR,"Amreli, Gujarat",
Point,74.572957,18.306268,Feature,Maharashtra,SSF,Sirsuphal,CR,"Daund, Maharashtra",
Point,76.074567,22.17581,Feature,Madhya Pradesh,SWD,Sanawad,WR,"Sanawad, Madhya Pradesh",
Point,76.612939,29.389883,Feature,Haryana,SXE,SILA KHERI HALT,NR,"Jind, Haryana",
,,,Feature,Tamil Nadu,TAM,Tilaivilagam,SR,"Pattukkotai-Thiruthuraipoondi Rd, Tamil Nadu",
Point,88.915553,22.587179,Feature,West Bengal,TKF,Taki Road,ER,"Taki, West Bengal",
Point,78.746072,10.623543,Feature,Tamil Nadu,TNLR,Thondaimanallur,SR,"Nallur, Tamil Nadu",
Point,76.15003700000001,18.352916,Feature,Maharashtra,TER,THAIR,CR,"State Highway 77, Maharashtra",
,,,Feature,Tamil Nadu,TCT,Tiruchitrambalam,SR,"Musiri - Kulithalai - Manapparai - Pudukottai - Alangudi - Peravoorani - Sethubavachatram Rd, Tamil Nadu",
Point,79.726353,11.240305,Feature,Tamil Nadu,SY,SIRKAZHI,SR,"Sirkazhi, Tamil Nadu",
Point,88.680184,23.38018,Feature,West Bengal,TNX,Tarak Nagar,ER,"Shivniwas Rd, West Bengal",
Point,75.366053,30.302839,Feature,Punjab,TAPA,TAPA,NR,"Tapa Mandi, Punjab",
Point,81.97958463810001,25.5394209652,Feature,Uttar Pradesh,SYC,SARAI CHANDI,NR,"Phulpur, Uttar Pradesh",
,,,Feature,Kerala,THZI,Takazhi,SR,"Takazhi, Kerala",
,,,Feature,Haryana,TJNR,Taj Nagar,NR,"Gurgaon, Haryana",
Point,87.9344515665,24.7176851264,Feature,West Bengal,SXP,SANKOPARA,ER,"State Highway 5, West Bengal",
Point,77.2294,22.375860000000003,Feature,Madhya Pradesh,TBN,TIMARNI,WCR,"Timarni, Madhya Pradesh",
Point,69.7297354559,22.2346247943,Feature,Gujarat,SYQ,SINHAN,WR,"SH 6, Gujarat",
Point,74.50160639360547,29.54286582323833,Feature,Rajasthan,TIBI,Tibi,NWR,"Tibi, Rajasthan",
Point,77.72944226749999,8.7841938937,Feature,Tamil Nadu,TAY,TALAIYUTHU,SR,"Thalaiyuthu, Tamil Nadu",
Point,77.707979,8.73636,Feature,Tamil Nadu,TEN,TIRUNELVELI,SR,"Tirunelveli, Tamil Nadu",
Point,83.23297400000001,25.539724,Feature,Uttar Pradesh,SYH,SAIYEDPUR BHTRI,NER,"Saidpur, Uttar Pradesh",
Point,75.964562,14.399208,Feature,Karnataka,THN,TOLAHUNSE,SWR,"Tholahunase, Karnataka",
Point,93.862021,26.195595,Feature,Assam,SZR,SARUPATHAR,NFR,"Sarupathar Road Thana Rd, Assam",
Point,76.733005,24.773701,Feature,Rajasthan,SYL,SALPURA,WCR,"Kawari, Rajasthan",
Point,72.889577,26.554730000000003,Feature,Rajasthan,TIW,TIVARI,NWR,"Tinwari, Rajasthan",
Point,75.880597,10.97954,Feature,Kerala,TA,TANUR,SR,"Malappuram, Kerala",
,,,Feature,Rajasthan,TLI,Tulwara Jhil,NWR,"Tibi Railway Station, Rajasthan",
Point,85.75594199999999,22.358169,Feature,Jharkhand,TABU,Talaburu,SER,"National Highway 75, Jharkhand",
,,,Feature,Tamil Nadu,TNK,Tirunellikaval,SR,"State Highway 23, Tamil Nadu",
Point,76.571554,28.262787,Feature,Haryana,KGBS,Kishangarh Balawas,NWR,"Kishengarh, Haryana",
Point,92.245466,24.465833,Feature,Tripura,TBX,Tilbhum,NFR,"National Highway 44, Tripura",
Point,81.61636,16.680149999999998,Feature,Andhra Pradesh,AL,ATTILI,SCR,"West Godavari, Andhra Pradesh",
Point,88.60875899999999,22.343647,Feature,West Bengal,TLX,Taldi,ER,"Taldi Station Rd, West Bengal",
Point,79.677055,13.023783,Feature,Tamil Nadu,TKO,TAKKOLAM,SR,"Arakkonam, Tamil Nadu",
Point,85.038112915,25.3552301906,Feature,Bihar,TEA,Taregna,ECR,"Taregna, Bihar",
Point,91.617734,23.861247,Feature,Tripura,TLMR,Teliamura,NFR,"Teliamura, Tripura",
Point,87.0262456,24.8058876,Feature,Bihar,TELY,Telia,?,"Telia, Bihar",
Point,73.01452424259999,26.139957444700002,Feature,Rajasthan,SZ,SALAWAS,NWR,"Luni, Rajasthan",
Point,86.657383,26.218533,Feature,Bihar,TB,Tharbitia,ECR,"State Highway 76, Bihar",
Point,85.52720500000001,25.171993,Feature,Bihar,TNGI,Tungi Halt,?,"Bihar Sharif, Bihar",
Point,78.117118,8.501774,Feature,Tamil Nadu,TCN,Tiruchendur,SR,"Tiruchchendur, Tamil Nadu",
Point,83.60210496000946,25.571721452321867,Feature,Uttar Pradesh,TRG,Tarighat,ECR,"Ghazipur, Uttar Pradesh",
Point,80.86436,24.99538,Feature,Madhya Pradesh,TKYR,TIKARIA,WCR,"MDR 11, Madhya Pradesh",
Point,76.4437843848,21.9272990641,Feature,Madhya Pradesh,TLV,TALVADYA,WCR,"East Nimar, Madhya Pradesh",
Point,75.16145411878824,29.101436164956112,Feature,Rajasthan,TSD,Tahsil Bhadra,NWR,"Bhadra, Rajasthan",
Point,74.86933565,16.84890756,Feature,Maharashtra,BLNK,BELANKI,CR,"Jath Rd, Maharashtra",
Point,74.590775,20.06888,Feature,Maharashtra,TR,TARU,SCR,"Rotegaon Railway Station, Maharashtra",
Point,77.64430899999999,29.766916000000002,Feature,Uttar Pradesh,THJ,TALHERI BUZURG,NR,"SH 59, Uttar Pradesh",
Point,85.401101,24.821998,Feature,Bihar,TIA,TILAYA,ECR,"State Highway 8, Bihar",
Point,76.475987,13.256152,Feature,Karnataka,TTR,TIPTUR,SWR,"Tiptur, Karnataka",
Point,77.10243899999999,13.333033,Feature,Karnataka,TK,TUMKUR,SWR,"Tumkur, Karnataka",
Point,75.904581,29.7266,Feature,Haryana,TUN,TOHANA,NR,"Tohana, Haryana",
Point,91.9222836917,26.234006114,Feature,Assam,TKC,THAKURKUCHI,NFR,"Hatisila, Assam",
Point,78.145808,8.808373999999999,Feature,Tamil Nadu,TME,TUTI MELUR,SR,"Thoothukudi, Tamil Nadu",
Point,94.199758,26.602048,Feature,Assam,TTB,TITABAR,NFR,"Titabor, Assam",
Point,74.36337599999999,17.129756,Feature,Maharashtra,TKR,TAKARI,CR,"Sangli, Maharashtra",
Point,78.69366422,10.80725953,Feature,Tamil Nadu,TPE,TIRUCHIRAPPALLI PALAKKARAI,SR,"Tiruchirapalli, Tamil Nadu",
,,,Feature,Maharashtra,TPN,Tapona,CR,"Tapona, Maharashtra",
Point,86.9932459985,25.108394454899997,Feature,Bihar,TKLE,Tikani,ER,"Tikani, Bihar",
,,,Feature,Tamil Nadu,TTP,Tiruturaipudi Junction,SR,"Thiruthuraipoondi, Tamil Nadu",
Point,73.694891,29.353194,Feature,Rajasthan,SRPR,SARUPSAR JN,NWR,"MDR 103, Rajasthan",
Point,85.31541102290001,25.688767621,Feature,Bihar,AYRN,AKSHAYWAT RAI NAGAR,ECR,"Vaishali, Bihar",
Point,74.914093,14.214011,Feature,Karnataka,TLGP,Talguppa,SWR,"Talaguppa, Karnataka",
Point,74.92363399999999,30.861364000000002,Feature,Punjab,TWB,Talwandi,NR,"Talwandi Bhai, Punjab",
Point,74.086947,30.463401,Feature,Punjab,TQL,Theh Qalandar,NR,"State Highway 20, Punjab",
Point,80.836307,16.485676,Feature,Andhra Pradesh,TGU,TARIGOPPULA,SCR,"Krishna, Andhra Pradesh",
Point,73.87610400000001,15.62955,Feature,Goa,THVM,THIVIM,KR,"North Goa, Goa",
Point,75.812209,13.710886,Feature,Karnataka,TKE,Tarikere Junction,SWR,"Tarikere, Karnataka",
Point,74.829167,12.963579000000001,Feature,Karnataka,TOK,THOKUR,KR,"Mangalore, Karnataka",
Point,74.858222,12.818211,Feature,Karnataka,TKOT,TOKKOTTU,SR,"Ullal, Karnataka",
Point,75.492987,11.75314,Feature,Kerala,TLY,THALASSERY,SR,"Kannur, Kerala",
Point,75.92186500000001,10.917757,Feature,Kerala,TIR,TIRUR,SR,"Malappuram, Kerala",
Point,80.24008199999999,12.978438,Feature,Tamil Nadu,TRMN,Taramani,SR,"Chennai, Tamil Nadu",
Point,85.925812,21.164083,Feature,Orissa,TGRL,Tangiriapal,ECoR,"Orissa, Orissa",
Point,84.394398,26.438991,Feature,Bihar,THE,Thawe Junction,NER,"Gopalganj, Bihar",
Point,76.824336,29.966374000000002,Feature,Haryana,TNDE,Thanesar City,NR,"Haryana, Haryana",
Point,80.13844220089999,21.9959060669,Feature,Madhya Pradesh,TTW,Titwa,SECR,"Lamta, Madhya Pradesh",
Point,87.91914399999999,22.275813,Feature,West Bengal,TMZ,Tamluk,SER,"Tamluk, West Bengal",
